name,email
"CPM GOVT HSS, PEERUMEDU, IDUKKI Phone No: 04869232250 Email ID: cpmprincipal@gmail.com","cpmprincipal@gmail.com"
"GOVT TRIBAL HSS, POOMALA, IDUKKI Phone No: 04862282828 Email ID: principal6008@gmail.com","principal6008@gmail.com"
"GOVT HSS,RAJAKKAD,PONMUDI,IDUKKI Phone No: 04868241808 Email ID: ghssrajakad@gmail.com","ghssrajakad@gmail.com"
"Dr. A P J Abdul Kalam GOVT HSS, THODUPUZHA, IDUKKI Phone No: 04862227705 Email ID: ghssthodupuzha@gmail.com","ghssthodupuzha@gmail.com"
"GOVT HSS, VELLATHOOVAL, IDUKKI Phone No: 04864277271 Email ID: ghssvtl@yahoo.com","ghssvtl@yahoo.com"
"GOVT HSS,KUTTIPLANGAD,IDUKKI Phone No: 04828284499 Email ID: principal6012@gmail.com","principal6012@gmail.com"
"GOVT HSS, KUDAYATHUR, IDUKKI Phone No: 04862256490 Email ID: 6013hsskudayathoor@gmail.com","6013hsskudayathoor@gmail.com"
"GOVT VHSS,RAJAKUMARI,IDUKKI Phone No: 04868243011 Email ID: ghssrajakumari@gmail.com","ghssrajakumari@gmail.com"
"GHSS, MULLARINGADU,IDUKKI Phone No: 04862-240020 Email ID: ghssmullaringadu@gmail.com","ghssmullaringadu@gmail.com"
"NEHRU SMARAKA PANCHAYATH HSS,PUTTADY,IDUKKI Phone No: 04868288358 Email ID: nsphssputtady@gmail.com","nsphssputtady@gmail.com"
"ST GEORGE HSS, MUTHALAKODAM, IDUKKI Phone No: 04862222804 Email ID: sghss6017@gmail.com","sghss6017@gmail.com"
"ST MARY S HSS, KALIYAR, IDUKKI Phone No: 04862247812 Email ID: stmaryskaliyar@gmail.com","stmaryskaliyar@gmail.com"
"ST JOSEPH S HSS, KARIMANNUR, IDUKKI Phone No: 04862261660 Email ID: sjhsskmr@yahoo.com","sjhsskmr@yahoo.com"
"NSS HSS,MANACAUD,THODUPUZHA Phone No: 04862202226 Email ID: manakkadnsshss@gmail.com","manakkadnsshss@gmail.com"
"ST AUGUSTINES HSS,KARIMKUNNAM,IDUKKI Phone No: 04862243365 Email ID: staughss@gmail.com","staughss@gmail.com"
"ST MARY S HSS, ARAKULAM, IDUKKI Phone No: 04862253089 Email ID: 06022smhss@gmail.com","06022smhss@gmail.com"
"ST GEORGE S HSS,VAZHATHOPPE, IDUKKI Phone No: 04862235544 Email ID: stgeorge6023@gmail.com","stgeorge6023@gmail.com"
"S N HSS,NANKICITY,KANJIKKUZHI,IDUKKI Phone No: 04862239495 Email ID: 06024snhssidukki@gmail.com","06024snhssidukki@gmail.com"
"ST MARY S HSS,MURIKKASSERY,IDUKKI Phone No: 04868263511 Email ID: stmarys6025@yahoo.in","stmarys6025@yahoo.in"
"ST GEORGE S HSS, KATTAPPANA, IDUKKI Phone No: 04868250085 Email ID: sghsskattappana@gmail.com","sghsskattappana@gmail.com"
"ST THOMAS S HSS, ERATTAYAR, IDUKKI Phone No: 04868256222 Email ID: sthsserattayar@gmail.com","sthsserattayar@gmail.com"
"NSS HSS,KOOTTAR,IDUKKI Phone No: 9207628122 Email ID: principalhsskoottar1@gmail.com","principalhsskoottar1@gmail.com"
"SNV HSS,NR CITY,RAJAKKAD,IDUKKI Phone No: 04868241170 Email ID: snvhssn@yahoo.in","snvhssn@yahoo.in"
"ST MARY S HSS, VELLARAMKUNNU, KUMILI Phone No: 04869263743 Email ID: principalsmhss@gmail.com","principalsmhss@gmail.com"
"ST SEBASTIANS HSS,CHEENTHALAR,IDUKKI Phone No: 04869246788 Email ID: cheenthalarhss6031@gmail.com","cheenthalarhss6031@gmail.com"
"FATHIMA MATHA GIRLS HSS,ADIMALI,KOOMPANPARA Phone No: 04864225113 Email ID: fmghss6032@gmail.com","fmghss6032@gmail.com"
"SNDP VHSS,ADIMALI,IDUKKI Phone No: 04864225974 Email ID: sndphssadimali@gmail.com","sndphssadimali@gmail.com"
"ST XAVIER S HSS,CHEMMANNAR,IDUKKI Phone No: 04868-238794 Email ID: 06034sxhsschemmannar@gmail.com","06034sxhsschemmannar@gmail.com"
"St. Jerome s HSS,VELLAYAMKUDI,IDUKKI Phone No: 04868272841 Email ID: sjhssvkudy@yahoo.com","sjhssvkudy@yahoo.com"
"ST PHILOMINA S HSS,UPPUTHARA,IDUKKI Phone No: 04869244955 Email ID: sphssupputhara@gmail.com","sphssupputhara@gmail.com"
"ST SEBASTIAN S HSS,VAZHITHALA,THODUPUZHA Phone No: 04862274300 Email ID: sshssvazhithala@gmail.com","sshssvazhithala@gmail.com"
"ST JOSEPH S HSS,PERUVAMTHANAM,IDUKKI Phone No: 04869281030 Email ID: sjhsspvm@gmail.com","sjhsspvm@gmail.com"
"MKNM HSS,KUMARAMANGALAM,IDUKKI Phone No: 04862201114 Email ID: mknmhss@yahoo.in","mknmhss@yahoo.in"
"ST THOMAS HSS,THANKAMANY,IDUKKI Phone No: 04868275643 Email ID: sthsstky@gmail.com","sthsstky@gmail.com"
"TECHNICAL HSS, PEERUMEDU, IDUKKI, 685531 Phone No: 8547005011 Email ID: thsspeermade.ihrd@igmail.com","thsspeermade.ihrd@igmail.com"
"TECHNICAL HSS, MUTTOM,THODUPUZHA, IDUKKI, 685587 Phone No: 04862255755 Email ID: thssthodupuzha@ihrd.ac.in","thssthodupuzha@ihrd.ac.in"
"ST. MARY'S HSS, MARYKULAM, AYYAPPANCOIL, 685507 Phone No: 04869244575 Email ID: smhssmarykulam@gmail.com","smhssmarykulam@gmail.com"
"ST. RITAS HSS, PAINAKULAM, THODUPUZHA, 685584 Phone No: 04862200085 Email ID: 29031srhs@gmail.com","29031srhs@gmail.com"
"ST. SEBASTIANS HSS, NEDUMKANDAM, 685553 Phone No: 9447825140 Email ID: sshssndkm1978@gmail.com","sshssndkm1978@gmail.com"
"ST. GEORGE HSS, PARATHODE, 685571 Phone No: 9847218284 Email ID: 6048sghss@gmail.com","6048sghss@gmail.com"
"JAIRANI EMHSS THODUPUZHA, 685584 Phone No: 9656497066 Email ID: jairaniemhss@yahoo.com","jairaniemhss@yahoo.com"
"GOVT. HSS, MARAYOOR, IDUKKI Phone No: 04865253071 Email ID: 6054ghssmarayoor@gmail.com","6054ghssmarayoor@gmail.com"
"GOVT. HSS, THOPRANKUDY, IDUKKI Phone No: 04868265063 Email ID: ghssthoprankudy@gmail.com","ghssthoprankudy@gmail.com"
"GOVT. HIGHER SECONDARY SCHOOL, PERINGASSERY, UDUMBANNUR, THODUPUZHA Phone No: 04862271900 Email ID: principalgthsspgry@gmail.com","principalgthsspgry@gmail.com"
"GOVT. HSS, PANIKKANKUDY, KONNATHADI, IDUKKI Phone No: 04868261249 Email ID: ghss6057@gmail.com","ghss6057@gmail.com"
"GOVT. HSS, PATHINARAMKANDAM, RAJAMUDY, IDUKKI Phone No: 04868-260123 Email ID: ghss6058@gmail.com","ghss6058@gmail.com"
"GOVT. HSS, VAGAVARRAI, IDUKKI Phone No: 04865257007 Email ID: principal6059@gmail.com","principal6059@gmail.com"
"GOVT. HSS, CHANDUVARAI, S.P.PURAM.P.O, IDUKKI Phone No: 04865215258 Email ID: ghss6060@gmail.com","ghss6060@gmail.com"
"PANCHAYATH HSS, ELAPPARA, IDUKKI Phone No: 04869242230 Email ID: elapparaphss@gmail.com","elapparaphss@gmail.com"
"PANCHAYAT HSS, WANDIPERIYAR, IDUKKI Phone No: 04869253290 Email ID: hssvpr@gmail.com","hssvpr@gmail.com"
"MES HSS, VANDENMEDU, IDUKKI Phone No: 04868288049 Email ID: meshss6063@gmail.com","meshss6063@gmail.com"
"AUXILIUM HSS, KATTAPPANA, IDUKKI Phone No: 9895972377 Email ID: auxikatta@gmail.com","auxikatta@gmail.com"
"Model Residential HSS, Munnar colony (PO), Munnar, 685612 Phone No: 04865231209 Email ID: mrshss6065munnar@gmail.com","mrshss6065munnar@gmail.com"
"Govt. H S S, Bison Valley Phone No: 04865285888 Email ID: 6066ghss@gmail.com","6066ghss@gmail.com"
"Govt. Tribal H S S, Kattappana Phone No: 04868250015 Email ID: ghsskattappana@gmail.com","ghsskattappana@gmail.com"
"Govt. H S S,Vagamon Phone No: 04869248533 Email ID: ghssvagamon@gmail.com","ghssvagamon@gmail.com"
"Govt. H S S, Anakkara Phone No: 04868283884 Email ID: govthssanakkara@gmail.com","govthssanakkara@gmail.com"
"Govt. H S S, Vattavada Phone No: 9495759643 Email ID: ghssvattavada6070@gmail.com","ghssvattavada6070@gmail.com"
"Govt Model Residential HSS, Peerumedu, Idukki Phone No: 04869233642 Email ID: mrspeermade@gmail.com","mrspeermade@gmail.com"
"GOVT.HSS, Chinnakanal Phone No: 04868249543 Email ID: ghsschinnakal@gmail.com","ghsschinnakal@gmail.com"
"Govt.HSS, Kodikulam  Phone No: 04862279618 Email ID: govthsskodikulam@gmail.com","govthsskodikulam@gmail.com"
"Govt.HSS, Muttom Phone No: 04862255399 Email ID: ghssmuttom@gmail.com","ghssmuttom@gmail.com"
"Govt.HSS, Nedukandam Phone No: 04868232577 Email ID: ghssndkm1@gmail.com","ghssndkm1@gmail.com"
"St. George's HSS, Kalayanthani Phone No: 9495194185 Email ID: 6076sghssk@gmail.com","6076sghssk@gmail.com"
"St.Mary's HSS, Marykulam Phone No: 9249343827 Email ID: principal06077@gmail.com","principal06077@gmail.com"
"St.George HSS, Kallanikal Phone No: 04862297018 Email ID: 6078sghssk@gmail.com","6078sghssk@gmail.com"
"SMHSS, Mankulam Phone No: 9446137641 Email ID: smhssmankulam@gmail.com","smhssmankulam@gmail.com"
"St.Sebastian HSS, Purappuzha Phone No: 8547973159 Email ID: 6080sshssp@gmail.com","6080sshssp@gmail.com"
"Mar Basil VHSS, Senapathy Phone No: 04868292630 Email ID: mbhss124@gmail.com","mbhss124@gmail.com"
"St. Marys Higher Secondary School, Mariapuram, Idukki. PinCode 685602 Phone No: 9447963464 Email ID: smhss6082@gmail.com","smhss6082@gmail.com"
"EKALAVYA MODEL RESIDENTIAL HIGHER SECONDARY SCHOOL,PAINAVU P O,IDUKKI. PIN 685603 Phone No: 0486232454 Email ID: 29064mrs@gmail.com","29064mrs@gmail.com"
"GOVT HSS, AKANAD, MUDAKUZHA. P.O, PERUMBAVOOR, ERNAKULAM Phone No: 04842645002 Email ID: ghss7001akanad@gmail.com","ghss7001akanad@gmail.com"
"PALIYAM GOVT HSS, CHENDAMANGALAM, ERNAKULAM Phone No: 04842922499 Email ID: pghss7002@gmail.com","pghss7002@gmail.com"
"GOVT HSS,EDAPPALLI,ERNAKULAM Phone No: 0484-2344428 Email ID: principal7003ghssedappally@gmail.com","principal7003ghssedappally@gmail.com"
"GOVT HSS,ELAMKUNNAPPUZHA,ERNAKULAM Phone No: 04842494980 Email ID: principal7004@gmail.com","principal7004@gmail.com"
"GOVT GIRLS HSS,KOCHI,ERNAKULAM Phone No: 04842377774 Email ID: gghssekm@gmail.com","gghssekm@gmail.com"
"GOVT GIRLS HSS,MATTANCHERY,ERNAKULAM Phone No: 04842220099 Email ID: gghss_07006mattancherry@yahoo.co.in","gghss_07006mattancherry@yahoo.co.in"
"GOVT HSS,MOOKKANNUR,ERNAKULAM Phone No: 04842614249 Email ID: ghssmknr@gmail.com","ghssmknr@gmail.com"
"GOVT HSS,SIVANKUNNU,MOOVATTUPUZHA,ERNAKULAM Phone No: 04852830860 Email ID: ghsssivankunnu07008@gmail.com","ghsssivankunnu07008@gmail.com"
"GOVT HSS,NAMAKKUZHY, MULAKULAM NORTH P.O., PIRAVOM, ERNAKULAM Phone No: 04852265399 Email ID: ghssnamakuzhy1@gmail.com","ghssnamakuzhy1@gmail.com"
"GOVT HSS,NORTH PARAVUR,ERNAKULAM Phone No: 0484-2446333 Email ID: principal07010@gmail.com","principal07010@gmail.com"
"GOVT BOYS HSS,PERUMBAVOOR,ERNAKULAM Phone No: 04842596482 Email ID: govtboyshssperumbavoor7011@gmail.com","govtboyshssperumbavoor7011@gmail.com"
"GOVT HSS,PULIYANAM,ERNAKULAM Phone No: 04842470779 Email ID: puliyanamghss@gmail.com","puliyanamghss@gmail.com"
"GOVT HSS,NAYATHODE,ERNAKULAM Phone No: 04842611027 Email ID: mgmghss7013@gmail.com","mgmghss7013@gmail.com"
"GOVT BOYS HSS,ALUVA,ERNAKULAM Phone No: 0484-2624613 Email ID: gbhssaluva@gmail.com","gbhssaluva@gmail.com"
"GOVT MODEL  HSS, CHERUVATTUR, ERNAKULAM Phone No: 7907482867 Email ID: gmhsscvr@gmail.com","gmhsscvr@gmail.com"
"GOVT HSS,CHATHAMATTOM,CHATHAMATTOM P O ,PAINGOTTOOR ,KOTHAMANGALAM,ERNAKULAM Phone No: 9447046125 Email ID: 7016ghsschathamattom@gmail.com","7016ghsschathamattom@gmail.com"
"GOVT GIRLS HSS,KUTTAMPUZHA,ERNAKULAM Phone No: 04852588274 Email ID: ghsskuttampuzha81@gmail.com","ghsskuttampuzha81@gmail.com"
"GOVT HSS,KADAYIRIPPU,ERNAKULAM Phone No: 04842766234 Email ID: principal7018@gmail.com","principal7018@gmail.com"
"GOVT GIRLS HSS, NORTH PARVUR, ERNAKULAM Phone No: 0484-2449656 Email ID: gghss.nprvr@gmail.com","gghss.nprvr@gmail.com"
"EDWARD MEMORIAL GOVT. HSS,VELI, FORT COCHIN, ERNAKULAM Phone No: 0484-2220433 Email ID: emghss7020@gmail.com","emghss7020@gmail.com"
"GOVT GIRLS HSS,ALUVA,ERNAKULAM Phone No: 04842654530 Email ID: gghssaluva@gmail.com","gghssaluva@gmail.com"
"GOVT. VHSS FOR BOYS,THRIPPUNITHURA,ERNAKULAM Phone No: 04842775490 Email ID: gbhss.tpra@gmail.com","gbhss.tpra@gmail.com"
"GOVT. HSS, MULANTHURUTHY, ERNAKULAM Phone No: 04842741045 Email ID: prghssmlty@gmail.com","prghssmlty@gmail.com"
"GOVT. HSS,ELAMAKKARA,ERNAKULAM Phone No: 04842537071 Email ID: elamakkarahss@gmail.com","elamakkarahss@gmail.com"
"GOVT HSS, KONGORPPILLY, ERNAKULAM Phone No: 04842512649 Email ID: principal7025@gmail.com","principal7025@gmail.com"
"GOVT VHSS,KALAMASSERY,ERNAKULAM Phone No: 04842558030 Email ID: ghsskalamassery@gmail.com","ghsskalamassery@gmail.com"
"GOVT HSS,EDATHALA,ERNAKULAM Phone No: 0484-2836297 Email ID: ghssedathala7027@gmail.com","ghssedathala7027@gmail.com"
"GOVT HSS,MANJAPRA,ERNAKULAM Phone No: 04842690450 Email ID: ghssman@gmail.com","ghssman@gmail.com"
"GOVT HSS,CHENGAMANGAD,ERNAKULAM Phone No: 04842476055 Email ID: principal07029@gmail.com","principal07029@gmail.com"
"GOVT HSS,POOTHRIKA,ERNAKULAM Phone No: 04842766782 Email ID: ghsspoothrika@gmail.com","ghsspoothrika@gmail.com"
"GOVT SANSKRIT HSS,THRIPOONITHURA,ERNAKULAM Phone No: 0484-2785015 Email ID: principal7031@gmail.com","principal7031@gmail.com"
"GOVT HSS PUTHENTHODE ,CHELLANAM,ERNAKULAM Phone No: 04842268350 Email ID: ghss7032@gmail.com","ghss7032@gmail.com"
"GOVT MODEL HSS, PALAKKUZHA P O, NEAR KOOTHATTUKULAM,ERNAKULAM Phone No: 04852275438 Email ID: gmhss.palakuzha2008@gmail.com","gmhss.palakuzha2008@gmail.com"
"SRV Govt. HSS, ERNAKULAM Phone No: 04842376945 Email ID: srvghss@rediffmail.com","srvghss@rediffmail.com"
"Govt. HSS, NERIYAMANGALAM, KOTHAMANGALAM-1 Phone No: 04852555363 Email ID: ghssneriamangalam@yahoo.com","ghssneriamangalam@yahoo.com"
"SNDP HSS,UDAYAMPERUR,ERNAKULAM Phone No: 04842794080 Email ID: sndp07036@gmail.com","sndp07036@gmail.com"
"SDPY HSS,PALLURUTHY,ERNAKULAM Phone No: 04842236827 Email ID: sdpyhss@gmail.com","sdpyhss@gmail.com"
"JAYAKERALAM HSS,PULLUVAZHI,ERNAKULAM Phone No: 04842590373 Email ID: principaljkhss@gmail.com","principaljkhss@gmail.com"
"MAR ELIAS HSS,KOTTAPPADY,ERNAKULAM Phone No: 04852842888 Email ID: mehss_07039_kottappady@yahoo.co.in","mehss_07039_kottappady@yahoo.co.in"
"SNM HSS, MOOTHAKUNNAM, ERNAKULAM Phone No: 04842484185 Email ID: snmhss@hotmail.com","snmhss@hotmail.com"
"VCS HSS,PUTHENVELIKKARA,ERNAKULAM Phone No: 0484-2487766 Email ID: vcshss_7041@rediffmail.com","vcshss_7041@rediffmail.com"
"ST MARY S HSS,MORAKKALA,ERNAKULAM Phone No: 04842684322 Email ID: stmaryshss98@gmail.com","stmaryshss98@gmail.com"
"ST SEBASTIANS HSS,GOTHURUTHY,ERNAKULAM Phone No: 0484-2484846 Email ID: stsebastiangothuruthy@gmail.com","stsebastiangothuruthy@gmail.com"
"SM HSS,CHERAI,ERNAKULAM Phone No: 04842489926 Email ID: smhss07044@yahoo.co.in","smhss07044@yahoo.co.in"
"HSS OF JESUS,KOTHAD,ERNAKULAM Phone No: 0484-2430905 Email ID: hssofjesuskothad@gmail.com","hssofjesuskothad@gmail.com"
"CARDINAL HSS,THRIKKAKKARA,ERNAKULAM Phone No: 04842429288 Email ID: cardinalhss7046@gmail.com","cardinalhss7046@gmail.com"
"ST. PHILOMINA S HSS,KOONAMMAVU,ERNAKULAM Phone No: 04842511066 Email ID: stphss2010@gmail.com","stphss2010@gmail.com"
"NSS BHSS,MANICKAMANGALAM,ERNAKULAM Phone No: 0484-2462818 Email ID: nsshss@gmail.com","nsshss@gmail.com"
"ST THOMAS S HSS,KEEZHILLAM,ERNAKULAM Phone No: 04842653033 Email ID: stthomas07049@yahoo.co.in","stthomas07049@yahoo.co.in"
"ST AUGUSTINE S HSS,KALLOORKKAD,ERNAKULAM Phone No: 04852289822 Email ID: sahss07050@gmail.com","sahss07050@gmail.com"
"ST MARY S HSS,ARAKKUZHA,ERNAKULAM Phone No: 04852254014 Email ID: smhssarakuzha@gmail.com","smhssarakuzha@gmail.com"
"FR. JOSEPH MEMORIAL HSS, PUTHUPPADI, MUVATTUPUZHA, ERNAKULAM Phone No: 0485-2816464 Email ID: fjmhss07052@gmail.com","fjmhss07052@gmail.com"
"SNDP HSS,MUVATTUPUZHA,ERNAKULAM Phone No: 04852834563 Email ID: sndphss7053@gmail.com","sndphss7053@gmail.com"
"TT HSS,KAVUMKARA, MUVATTUPUZHA  MARKET PO,  ERNAKULAM Phone No: 04852830239 Email ID: tthss7054@gmail.com","tthss7054@gmail.com"
"ST GEORGE HSS,KOTHAMANGALAM,ERNAKULAM Phone No: 04852862379 Email ID: 7055stgeorge@gmail.com","7055stgeorge@gmail.com"
"ST STEPHEN S HSS,KEERAMPARA,ERNAKULAM Phone No: 04852572537 Email ID: ststephenshsskeerampara@gmail.com","ststephenshsskeerampara@gmail.com"
"MAR BASIL HSS,KOTHAMANGALAM,ERNAKULAM Phone No: 04852862862 Email ID: principalmbhss@gmail.com","principalmbhss@gmail.com"
"NSS HSS,VARAPPETTY,ERNAKULAM Phone No: 04852284521 Email ID: 7058vpty@gmail.com","7058vpty@gmail.com"
"ST. IGNATIUS HSS,KANJIRAMATTOM,ERNAKULAM Phone No: 0484-2746062 Email ID: st.ignatiushss@gmail.com","st.ignatiushss@gmail.com"
"ST MARY S HSS,THALAKKODE,ERNAKULAM Phone No: 04842711917 Email ID: stmaryshssthalacode@gmail.com","stmaryshssthalacode@gmail.com"
"MGM HSS,KURUPPUMPADI,PERUMBAVOOR Phone No: 04842592515 Email ID: mgmprincipal@rediffmail.com","mgmprincipal@rediffmail.com"
"ST ALBERTS HSS,ERNAKULAM Phone No: 04842366944 Email ID: stalbertshss@gmail.com","stalbertshss@gmail.com"
"SACRED HEART HSS,THEVARA,ERNAKULAM Phone No: 04842663907 Email ID: principal7063@gmail.com","principal7063@gmail.com"
"SREE NARAYANA  HSS,OKKAL,ERNAKULAM Phone No: 04842699242 Email ID: principal7064@gmail.com","principal7064@gmail.com"
"SN HSS,THRIKKANARVATTOM,AYYAPPANKAVU,ERNAKULAM Phone No: 0484-2392213 Email ID: snhss7065@gmail.com","snhss7065@gmail.com"
"SNV SANSKRIT HSS, NANTHIATTUKUNNAM, N. PARVUR, ERNAKULAM Phone No: 04842449744 Email ID: snvskthss@gmail.com","snvskthss@gmail.com"
"ST PETER S HSS,KUMBALANGI,ERNAKULAM Phone No: 0484-2240722 Email ID: kbypeter@yahoo.in","kbypeter@yahoo.in"
"KPM HSS,POOTHOTTA,ERNAKULAM Phone No: 04842792516 Email ID: kpmhsspoothotta@gmail.com","kpmhsspoothotta@gmail.com"
"ST THERESA S CGHSS,ERNAKULAM Phone No: 04842373636 Email ID: stteresascghssekm@gmail.com","stteresascghssekm@gmail.com"
"ST. SEBASTIANS HSS,PALLURUTHY,ERNAKULAM Phone No: 0484-2237295 Email ID: stsebastianshss@gmail.com","stsebastianshss@gmail.com"
"DARUL ULOOM HSS,Veekshanam Rd., PULLEPPADI,ERNAKULAM Phone No: 04842363817 Email ID: duhss07071@gmail.com","duhss07071@gmail.com"
"ST FRANCIS HSS FOR GIRLS ,ALUVA Phone No: 04842625850 Email ID: sfhssaluva@yahoo.com","sfhssaluva@yahoo.com"
"ST MARY S GHSS,Market Road, ERNAKULAM Phone No: 04842361916 Email ID: stmaryscghss@gmail.com","stmaryscghss@gmail.com"
"ST ANTONY S HSS,KACHERIPPADI,ERNAKULAM Phone No: 04842363474 Email ID: stantonyshss305@gmail.com","stantonyshss305@gmail.com"
"ST PETER S HSS,ELANJI,ERNAKULAM Phone No: 04852259230 Email ID: 07075sphsselanji@gmail.com","07075sphsselanji@gmail.com"
"MCM HSS,PATTIMATTOM,ERNAKULAM Phone No: 04842689444 Email ID: marcoorilosemhss@gmail.com","marcoorilosemhss@gmail.com"
"ST JOHN S HSS, VADAKARA, OLIYAPPURAM, KOOTHATTUKULAM Phone No: 0485-2252920 Email ID: stjohnsvadakara@gmail.com","stjohnsvadakara@gmail.com"
"ASRAMAM HSS,PERUMBAVOOR,ERNAKULAM Phone No: 04842522457 Email ID: asramamhss@rediffmail.com","asramamhss@rediffmail.com"
"ST AUGUSTINE S GHSS,KOTHAMANGALAM,ERNAKULAM Phone No: 04852860630 Email ID: principal7079@gmail.com","principal7079@gmail.com"
"MAR KAUMA HSS,VENGOOR,ERNAKULAM Phone No: 0484-2643830 Email ID: markaumahss@gmail.com","markaumahss@gmail.com"
"RAJARSHI MEMORIAL HSS,VADAVUCODE,ERNAKULAM Phone No: 04842734909 Email ID: principal@rmhss.org","principal@rmhss.org"
"SN HSS, N PARAVOOR,ERNAKULAM Phone No: 0484-2447969 Email ID: snhssnpr@gmail.com","snhssnpr@gmail.com"
"HMYS HSS, KOTTUVALLIKAD, MOOTHAKUNNAM Phone No: 04842482952 Email ID: hsshmys@gmail.com","hsshmys@gmail.com"
"NSS HSS,PARAKADAVU,ERNAKULAM Phone No: 04842470755 Email ID: nsshssparakkadavu7084@gmail.com","nsshssparakkadavu7084@gmail.com"
"SNDP HSS,ALUVA,ERNAKULAM Phone No: 04842625268 Email ID: sndpaluva@gmail.com","sndpaluva@gmail.com"
"ST. THOMAS HSS,MALAYATTOOR,ERNAKULAM Phone No: 0484-2469111 Email ID: principal07086@gmail.com","principal07086@gmail.com"
"BRAHMANANDODAYAM HSS,KALADY,ERNAKULAM Phone No: 04842699644 Email ID: principalbhss7087@gmail.com","principalbhss7087@gmail.com"
"HOLY GHOST CONVENT GIRLS HSS,THOTTAKKATTUKARA, Phone No: 04842606808 Email ID: hgcghss@gmail.com","hgcghss@gmail.com"
"ST PETER S HSS,KOLENCHERY,ERNAKULAM Phone No: 04842765772 Email ID: stpetershsskolenchery@gmail.com","stpetershsskolenchery@gmail.com"
"ST AUGUSTINE S  GIRLS HSS,MOOVATTUPUZHA,ERNAKULAM Phone No: 04852834396 Email ID: saghss07090mvpa@gmail.com","saghss07090mvpa@gmail.com"
"MKM HSS,PIRAVAM,ERNAKULAM Phone No: 04852243069 Email ID: 7091mkmhss@gmail.com","7091mkmhss@gmail.com"
"HIDAYALTHUL ISLAM HSS,EDAVANKKAD,ERNAKULAM Phone No: 04842507037 Email ID: hihssedavanakad@gmail.com","hihssedavanakad@gmail.com"
"SANTHA CRUZ HSS,FORT KOCHI,ERNAKULAM Phone No: 04842216800 Email ID: santacruzhss@yahoo.com","santacruzhss@yahoo.com"
"VALAYANCHIRANGARA HSS, VALAYANCHIRANGARA Phone No: 04842657032 Email ID: principal7094hssv@gmail.com","principal7094hssv@gmail.com"
"JAMAATH HSS THANDAKAD                            MUDICKAL ERNAKULAM Phone No: 04842522783 Email ID: jamaaththandakad@yahoo.in","jamaaththandakad@yahoo.in"
"ST JOSEPH S HSS,PAINGOTTOOR,ERNAKULAM Phone No: 04852562181 Email ID: principal7096@gmail.com","principal7096@gmail.com"
"ST.JOHN S HSS    KAVALANGAD, NELLIMATTOM  PO, KOTHAMANGALAM, ERNAKULAM Phone No: 04852859449 Email ID: sjhsskavalangad@gmail.com","sjhsskavalangad@gmail.com"
"MODEL TECHNICAL HSS, KALOOR, ERNAKULAM Phone No: 04842347132 Email ID: mthsskaloor.ihrd@gmail.com","mthsskaloor.ihrd@gmail.com"
"MODEL TECHNICAL HSS, CHENGAMANAD, ERNAKULAM, 683585 Phone No: 0484-2604116 Email ID: mthss25501@gmail.com","mthss25501@gmail.com"
"GOVT. HSS PAMPAKUDA, ERANAKULAM Phone No: 04852274605 Email ID: ghss.pampakuda@gmail.com","ghss.pampakuda@gmail.com"
"ST. JOSEPH'S HSS TRIKKAKARA, 682022 Phone No: 04842540389 Email ID: josephites14a@gmail.com","josephites14a@gmail.com"
"PANANGAD HSS, PANANGAD, KOCHI, 682506 Phone No: 0484-2700977 Email ID: panangad_7108@yahoo.com","panangad_7108@yahoo.com"
"SDPY GHSS, PALLURUTHY, 682006 Phone No: 0484-2952279 Email ID: sdpyghsspalluruthy@gmail.com","sdpyghsspalluruthy@gmail.com"
"LMC HSS, PACHALAM, ERNAKULAM Phone No: 9656888927 Email ID: lmchsspachalam@yahoo.com","lmchsspachalam@yahoo.com"
"O.L.C.GHSS, PALLURUTHY, 682005 Phone No: 04842223929 Email ID: olcghss@gmail.com","olcghss@gmail.com"
"NIV HSS, MARAPPALLY, ALUVA, 683107 Phone No: 04842677858 Email ID: nivhss2008@gmail.com","nivhss2008@gmail.com"
"ST. JOSEPH'S HSS, CHENGAL, KALADY, 683574 Phone No: 0484-2698317 Email ID: hsschengal@gmail.com","hsschengal@gmail.com"
"SNDP HSS, NEELEESWARAM, KALADY, 683584 Phone No: 0484-2461277 Email ID: sndphss07115@gmail.com","sndphss07115@gmail.com"
"ST. JUDE EM HSS, KARNAKODAM Phone No: 04842336969 Email ID: stjudeshss32@gmail.com","stjudeshss32@gmail.com"
"STAR JESUS HSS, KARUKUTTY, 683576 Phone No: 0484-2613394 Email ID: starjesushssk@gmail.com","starjesushssk@gmail.com"
"ST. JOSEPH'S HSS , PIRAVAM, 686664 Phone No: 0485-2265186 Email ID: stjosephshss_piravom_07118@yahoo.com","stjosephshss_piravom_07118@yahoo.com"
"ST. JOSEPH'S HSS, KOONAMAVU Phone No: 04842516781 Email ID: st.josephkmv@gmail.com","st.josephkmv@gmail.com"
"TD HSS, MATTANCHERY, 682002 Phone No: 0484-2220201 Email ID: tdhssmattanchery@gmail.com","tdhssmattanchery@gmail.com"
"ST. SEBASTIAN'S HSS, ANICADU, 686677 Phone No: 04852832775 Email ID: sshsanicadu@gmail.com","sshsanicadu@gmail.com"
"SANTA CRUZ HSS, OCHENTHURUTH, 682508 Phone No: 0484-2493714 Email ID: santacruz_hss@yahoo.com","santacruz_hss@yahoo.com"
